relative_path,absolute_path,referenced_by_fusion_script,raw_source_role,raw_source_id,readable_by_gdal,driver,crs,epsg,width,height,band_count,dtype,nodata,pixel_width,pixel_height,native_resolution_m,xmin,ymin,xmax,ymax,multibeam_coverage,source_confidence,sha256,evidence
copennicus data/DEM1_SAR_DGE_30_20110613T153623_20140321T033147_ADS_000000_QhOO_6b7d2523/Copernicus_DSM_10_N27_00_E035_00/AUXFILES/Copernicus_DSM_10_N27_00_E035_00_HEM.tif,/home/daij/Desktop/general/DEM/copennicus data/DEM1_SAR_DGE_30_20110613T153623_20140321T033147_ADS_000000_QhOO_6b7d2523/Copernicus_DSM_10_N27_00_E035_00/AUXFILES/Copernicus_DSM_10_N27_00_E035_00_HEM.tif,false,A2/Copernicus land/background DEM input,copernicus_glo30,true,GTiff,"GEOGCRS[""WGS 84"",",4326,3601,3601,1,Float32,unknown,0.000277777777778,0.000277777777778,30.9222222222,34.9998611,26.9998611,36.0001389,28.0001389,false,medium,73487e043b48c20b309b7dc7112220bd1b010ed4672d6b02c74bb0900f9ab397,GDAL metadata only
copennicus data/DEM1_SAR_DGE_30_20110613T153623_20140321T033147_ADS_000000_QhOO_6b7d2523/Copernicus_DSM_10_N27_00_E035_00/AUXFILES/Copernicus_DSM_10_N27_00_E035_00_WBM.tif,/home/daij/Desktop/general/DEM/copennicus data/DEM1_SAR_DGE_30_20110613T153623_20140321T033147_ADS_000000_QhOO_6b7d2523/Copernicus_DSM_10_N27_00_E035_00/AUXFILES/Copernicus_DSM_10_N27_00_E035_00_WBM.tif,true,A2/Copernicus land/background DEM input,copernicus_glo30,true,GTiff,"GEOGCRS[""WGS 84"",",4326,3601,3601,1,Byte,unknown,0.000277777777778,0.000277777777778,30.9222222222,34.9998611,26.9998611,36.0001389,28.0001389,false,high,0ca4aa6e2e86aea8e77f6a20a268ce340a25f714978b88ca16ae6016bc1d9336,process/build_fused_C.py
copennicus data/DEM1_SAR_DGE_30_20110613T153623_20140321T033147_ADS_000000_QhOO_6b7d2523/Copernicus_DSM_10_N27_00_E035_00/DEM/Copernicus_DSM_10_N27_00_E035_00_DEM.tif,/home/daij/Desktop/general/DEM/copennicus data/DEM1_SAR_DGE_30_20110613T153623_20140321T033147_ADS_000000_QhOO_6b7d2523/Copernicus_DSM_10_N27_00_E035_00/DEM/Copernicus_DSM_10_N27_00_E035_00_DEM.tif,false,A2/Copernicus land/background DEM input,copernicus_glo30,true,GTiff,"GEOGCRS[""WGS 84"",",4326,3601,3601,1,Float32,unknown,0.000277777777778,0.000277777777778,30.9222222222,34.9998611,26.9998611,36.0001389,28.0001389,false,medium,26821011a57c6ec29b2a4c33c7e70c7146c990800b0bb1dcf00b45abb864cba1,GDAL metadata only
copennicus data/DEM1_SAR_DGE_30_20110613T153623_20140321T033147_ADS_000000_QhOO_6b7d2523/Copernicus_DSM_10_N27_00_E035_00/DEM/gdalinfo_N27E035.txt,/home/daij/Desktop/general/DEM/copennicus data/DEM1_SAR_DGE_30_20110613T153623_20140321T033147_ADS_000000_QhOO_6b7d2523/Copernicus_DSM_10_N27_00_E035_00/DEM/gdalinfo_N27E035.txt,false,processing/provenance sidecar,unknown,false,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,e71706c6ed7272cdd22268ddd952dadf002343a66a34e69c68bc69e7d5ff2f99,file inventory
copennicus data/DEM1_SAR_DGE_30_20110613T153623_20140321T033147_ADS_000000_QhOO_6b7d2523/Copernicus_DSM_10_N27_00_E035_00/PREVIEW/Copernicus_DSM_10_N27_00_E035_00_DEM_ABS_QL.tif,/home/daij/Desktop/general/DEM/copennicus data/DEM1_SAR_DGE_30_20110613T153623_20140321T033147_ADS_000000_QhOO_6b7d2523/Copernicus_DSM_10_N27_00_E035_00/PREVIEW/Copernicus_DSM_10_N27_00_E035_00_DEM_ABS_QL.tif,false,A2/Copernicus land/background DEM input,copernicus_glo30,true,GTiff,"GEOGCRS[""WGS 84"",",4326,720,720,3,Byte,unknown,0.00138888888889,0.00138888888889,154.611111111,35,27,36,28,false,medium,ac62bef45dd62e3ac310a72b805bb3d01cb13172763aaee3d130c1973ac3e6a3,GDAL metadata only
copennicus data/DEM1_SAR_DGE_30_20110613T153623_20140321T033147_ADS_000000_QhOO_6b7d2523/Copernicus_DSM_10_N27_00_E035_00/PREVIEW/Copernicus_DSM_10_N27_00_E035_00_DEM_QL.tif,/home/daij/Desktop/general/DEM/copennicus data/DEM1_SAR_DGE_30_20110613T153623_20140321T033147_ADS_000000_QhOO_6b7d2523/Copernicus_DSM_10_N27_00_E035_00/PREVIEW/Copernicus_DSM_10_N27_00_E035_00_DEM_QL.tif,false,A2/Copernicus land/background DEM input,copernicus_glo30,true,GTiff,"GEOGCRS[""WGS 84"",",4326,720,720,3,Byte,unknown,0.00138888888889,0.00138888888889,154.611111111,35,27,36,28,false,medium,bb24d81ab5fca9ef752282e7cf9893e914ac258339af38a36dc74549b819a792,GDAL metadata only
copennicus data/DEM1_SAR_DGE_30_20110613T153623_20140321T033147_ADS_000000_QhOO_6b7d2523/Copernicus_DSM_10_N27_00_E035_00/PREVIEW/Copernicus_DSM_10_N27_00_E035_00_EDM_QL.tif,/home/daij/Desktop/general/DEM/copennicus data/DEM1_SAR_DGE_30_20110613T153623_20140321T033147_ADS_000000_QhOO_6b7d2523/Copernicus_DSM_10_N27_00_E035_00/PREVIEW/Copernicus_DSM_10_N27_00_E035_00_EDM_QL.tif,false,A2/Copernicus land/background DEM input,copernicus_glo30,true,GTiff,"GEOGCRS[""WGS 84"",",4326,720,720,1,Byte,unknown,0.00138888888889,0.00138888888889,154.611111111,35,27,36,28,false,medium,3c05b536957ace34ef918106853d63bd8cfe8bda90a5b2bdd4ffbd37d592f624,GDAL metadata only
copennicus data/DEM1_SAR_DGE_30_20110613T153623_20140321T033147_ADS_000000_QhOO_6b7d2523/Copernicus_DSM_10_N27_00_E035_00/PREVIEW/Copernicus_DSM_10_N27_00_E035_00_FLM_QL.tif,/home/daij/Desktop/general/DEM/copennicus data/DEM1_SAR_DGE_30_20110613T153623_20140321T033147_ADS_000000_QhOO_6b7d2523/Copernicus_DSM_10_N27_00_E035_00/PREVIEW/Copernicus_DSM_10_N27_00_E035_00_FLM_QL.tif,false,A2/Copernicus land/background DEM input,copernicus_glo30,true,GTiff,"GEOGCRS[""WGS 84"",",4326,720,720,1,Byte,unknown,0.00138888888889,0.00138888888889,154.611111111,35,27,36,28,false,medium,720d560169d7f833b84ec688d4b28695b324fe0924fd99b8fe01ddfa8b46cfef,GDAL metadata only
copennicus data/DEM1_SAR_DGE_30_20110613T153623_20140321T033147_ADS_000000_QhOO_6b7d2523/Copernicus_DSM_10_N27_00_E035_00/PREVIEW/Copernicus_DSM_10_N27_00_E035_00_HEM_QL.tif,/home/daij/Desktop/general/DEM/copennicus data/DEM1_SAR_DGE_30_20110613T153623_20140321T033147_ADS_000000_QhOO_6b7d2523/Copernicus_DSM_10_N27_00_E035_00/PREVIEW/Copernicus_DSM_10_N27_00_E035_00_HEM_QL.tif,false,A2/Copernicus land/background DEM input,copernicus_glo30,true,GTiff,"GEOGCRS[""WGS 84"",",4326,720,720,1,Byte,unknown,0.00138888888889,0.00138888888889,154.611111111,35,27,36,28,false,medium,d3d407bacb86699a18dcd21c183bf26a90bc70e2bafd4d0f6b576e6890fbcdad,GDAL metadata only
copennicus data/DEM1_SAR_DGE_30_20110613T153623_20140321T033147_ADS_000000_QhOO_6b7d2523/Copernicus_DSM_10_N27_00_E035_00/PREVIEW/Copernicus_DSM_10_N27_00_E035_00_WBM_QL.tif,/home/daij/Desktop/general/DEM/copennicus data/DEM1_SAR_DGE_30_20110613T153623_20140321T033147_ADS_000000_QhOO_6b7d2523/Copernicus_DSM_10_N27_00_E035_00/PREVIEW/Copernicus_DSM_10_N27_00_E035_00_WBM_QL.tif,false,A2/Copernicus land/background DEM input,copernicus_glo30,true,GTiff,"GEOGCRS[""WGS 84"",",4326,720,720,1,Byte,unknown,0.00138888888889,0.00138888888889,154.611111111,35,27,36,28,false,medium,1c35e49d13c5b23f2c52d0e17cdc463f3efcb0a8542a8be996813933c224b087,GDAL metadata only
copennicus data/original data/DEM1_SAR_DGE_30_20110126T154536_20140221T034012_ADS_000000_BqqY_941fe7da.zip,/home/daij/Desktop/general/DEM/copennicus data/original data/DEM1_SAR_DGE_30_20110126T154536_20140221T034012_ADS_000000_BqqY_941fe7da.zip,false,supporting_or_unreferenced,unknown,false,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,7dddef220a507baec8beded5226d22c0eba4c673ccc9f56a5bde86d99a71ff23,file inventory
copennicus data/original data/DEM1_SAR_DGE_30_20110126T154536_20140221T034012_ADS_000000_opqM_b9b8619d.zip,/home/daij/Desktop/general/DEM/copennicus data/original data/DEM1_SAR_DGE_30_20110126T154536_20140221T034012_ADS_000000_opqM_b9b8619d.zip,false,supporting_or_unreferenced,unknown,false,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,39a6371fa564b737e179030c70375b10b81ad6dbdc0c401cb6950c22be1c91ba,file inventory
copennicus data/original data/DEM1_SAR_DGE_30_20110126T154536_20140227T153819_ADS_000000_XFfg_230d2e11.zip,/home/daij/Desktop/general/DEM/copennicus data/original data/DEM1_SAR_DGE_30_20110126T154536_20140227T153819_ADS_000000_XFfg_230d2e11.zip,false,supporting_or_unreferenced,unknown,false,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,39bb010551720f24425cdf6d439f5ac5b9d5f1011663a17db9bc0b010b819400,file inventory
copennicus data/original data/DEM1_SAR_DGE_30_20110511T153605_20140130T034001_ADS_000000_9GwP_1d494003.zip,/home/daij/Desktop/general/DEM/copennicus data/original data/DEM1_SAR_DGE_30_20110511T153605_20140130T034001_ADS_000000_9GwP_1d494003.zip,false,supporting_or_unreferenced,unknown,false,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,f7ee0f23ec2cc15342e55f4d1ca0ccaa5db8f4c8b07aee606cfd60299e047d77,file inventory
copennicus data/original data/DEM1_SAR_DGE_30_20110613T153623_20140119T034003_ADS_000000_DH6N_54aa75b9.zip,/home/daij/Desktop/general/DEM/copennicus data/original data/DEM1_SAR_DGE_30_20110613T153623_20140119T034003_ADS_000000_DH6N_54aa75b9.zip,false,supporting_or_unreferenced,unknown,false,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,d6ed2b2a732a25dde8a8b5241d48e4382cd147da05a66dae617f775a172c56f3,file inventory
copennicus data/original data/DEM1_SAR_DGE_30_20110613T153623_20140321T033147_ADS_000000_QhOO_6b7d2523.zip,/home/daij/Desktop/general/DEM/copennicus data/original data/DEM1_SAR_DGE_30_20110613T153623_20140321T033147_ADS_000000_QhOO_6b7d2523.zip,false,supporting_or_unreferenced,unknown,false,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,f376c3856d58c3a8b95c70c7ac54c8be80684cd13470b12ecc2cce3374c35cb7,file inventory
gdalinfo_GMRT.txt,/home/daij/Desktop/general/DEM/gdalinfo_GMRT.txt,false,processing/provenance sidecar,unknown,false,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,96cf1a9aaa68b9fc33fa96c490fbf3465261b065a8c0157a4bc31c77d82c82df,file inventory
process/A2_Copernicus_crop_to_GMRT_bbox_auto.tif,/home/daij/Desktop/general/DEM/process/A2_Copernicus_crop_to_GMRT_bbox_auto.tif,true,A2/Copernicus land/background DEM input,copernicus_glo30,true,GTiff,"GEOGCRS[""WGS 84"",",4326,4684,7567,1,Float32,unknown,0.000277777777778,0.000277777777778,30.9222222222,33.9995833,27.6990278,35.3006944,29.8009722,false,high,c0023ed5c3101c232ea5551f71956f05ff5b123ab7cd1e1640a4d7b713fc8046,process/build_fused_C.py;process/C_fused_v3_summary.txt
process/AUXFILES/Copernicus_DSM_10_N27_00_E034_00_WBM.tif,/home/daij/Desktop/general/DEM/process/AUXFILES/Copernicus_DSM_10_N27_00_E034_00_WBM.tif,true,A2/Copernicus land/background DEM input,copernicus_glo30,true,GTiff,"GEOGCRS[""WGS 84"",",4326,3601,3601,1,Byte,unknown,0.000277777777778,0.000277777777778,30.9222222222,33.9998611,26.9998611,35.0001389,28.0001389,false,high,7b5f6155fc03796b057367e55d6faf972fb374e6627872e8924d4ce48bf58955,process/build_fused_C.py
process/AUXFILES/Copernicus_DSM_10_N27_00_E035_00_WBM.tif,/home/daij/Desktop/general/DEM/process/AUXFILES/Copernicus_DSM_10_N27_00_E035_00_WBM.tif,true,A2/Copernicus land/background DEM input,copernicus_glo30,true,GTiff,"GEOGCRS[""WGS 84"",",4326,3601,3601,1,Byte,unknown,0.000277777777778,0.000277777777778,30.9222222222,34.9998611,26.9998611,36.0001389,28.0001389,false,high,0ca4aa6e2e86aea8e77f6a20a268ce340a25f714978b88ca16ae6016bc1d9336,process/build_fused_C.py
process/AUXFILES/Copernicus_DSM_10_N28_00_E034_00_WBM.tif,/home/daij/Desktop/general/DEM/process/AUXFILES/Copernicus_DSM_10_N28_00_E034_00_WBM.tif,true,A2/Copernicus land/background DEM input,copernicus_glo30,true,GTiff,"GEOGCRS[""WGS 84"",",4326,3601,3601,1,Byte,unknown,0.000277777777778,0.000277777777778,30.9222222222,33.9998611,27.9998611,35.0001389,29.0001389,false,high,45125a078ae38316203e390a128a2d3d78fbb7df9f0ac3df3ccdbbc84edcd843,process/build_fused_C.py
process/AUXFILES/Copernicus_DSM_10_N28_00_E035_00_WBM.tif,/home/daij/Desktop/general/DEM/process/AUXFILES/Copernicus_DSM_10_N28_00_E035_00_WBM.tif,true,A2/Copernicus land/background DEM input,copernicus_glo30,true,GTiff,"GEOGCRS[""WGS 84"",",4326,3601,3601,1,Byte,unknown,0.000277777777778,0.000277777777778,30.9222222222,34.9998611,27.9998611,36.0001389,29.0001389,false,high,954321107272c4dbee133196c078a62300d8d34b98e1fef9bfa1fdb6b142309e,process/build_fused_C.py
process/AUXFILES/Copernicus_DSM_10_N29_00_E034_00_WBM.tif,/home/daij/Desktop/general/DEM/process/AUXFILES/Copernicus_DSM_10_N29_00_E034_00_WBM.tif,true,A2/Copernicus land/background DEM input,copernicus_glo30,true,GTiff,"GEOGCRS[""WGS 84"",",4326,3601,3601,1,Byte,unknown,0.000277777777778,0.000277777777778,30.9222222222,33.9998611,28.9998611,35.0001389,30.0001389,false,high,eb6545d821a602e39f43f727c6f86dd57f384ee2104020f58d878a1405c835a0,process/build_fused_C.py
process/AUXFILES/Copernicus_DSM_10_N29_00_E035_00_WBM.tif,/home/daij/Desktop/general/DEM/process/AUXFILES/Copernicus_DSM_10_N29_00_E035_00_WBM.tif,true,A2/Copernicus land/background DEM input,copernicus_glo30,true,GTiff,"GEOGCRS[""WGS 84"",",4326,3601,3601,1,Byte,unknown,0.000277777777778,0.000277777777778,30.9222222222,34.9998611,28.9998611,36.0001389,30.0001389,false,high,40e0a56241aeacbb0b0fd0771fdc6cbc3ba7b45cc8e27e0c429428fc1bb0c08c,process/build_fused_C.py
process/C_fused_v3.tif,/home/daij/Desktop/general/DEM/process/C_fused_v3.tif,true,derived fused/model-effective topography product,derived_model_topography,true,GTiff,"GEOGCRS[""WGS 84"",",4326,4684,7567,1,Float32,NaN,0.000277777777778,0.000277777777778,30.9222222222,33.9995833,27.6990278,35.3006944,29.8009722,mixed,high,303249c3fac981064e10e1c35ff3b6b86e461a435b7470082b9ca0ff52679c1b,process/build_fused_C.py
process/C_fused_v3_summary.txt,/home/daij/Desktop/general/DEM/process/C_fused_v3_summary.txt,true,processing/provenance sidecar,unknown,false,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,763f51fec905dea16a1eafe4d4890e0abf1f7d65d1a6ff30921df97cbd5a41d8,process/build_fused_C.py
process/C_fused_v3_utm37n_30m_rect.tif,/home/daij/Desktop/general/DEM/process/C_fused_v3_utm37n_30m_rect.tif,false,derived fused/model-effective topography product,derived_model_topography,true,GTiff,"PROJCRS[""WGS 84 / UTM zone 37N"",",32637,2685,6617,1,Float32,-9999,30,30,30,34290,3081420,114840,3279930,mixed,high,202dbed99b687884d39f2b8054840c7441427a285c29e7a27a8156f09c4eb52b,GDAL metadata only
process/Copernicus_DSM_10_N27_00_E034_00_DEM.tif,/home/daij/Desktop/general/DEM/process/Copernicus_DSM_10_N27_00_E034_00_DEM.tif,false,A2/Copernicus land/background DEM input,copernicus_glo30,true,GTiff,"GEOGCRS[""WGS 84"",",4326,3601,3601,1,Float32,unknown,0.000277777777778,0.000277777777778,30.9222222222,33.9998611,26.9998611,35.0001389,28.0001389,false,medium,a41aa78280dcc2204084fa501962cac8e8ab3f99e7109b1b9c6c62181535d892,GDAL metadata only
process/Copernicus_DSM_10_N27_00_E035_00_DEM.tif,/home/daij/Desktop/general/DEM/process/Copernicus_DSM_10_N27_00_E035_00_DEM.tif,false,A2/Copernicus land/background DEM input,copernicus_glo30,true,GTiff,"GEOGCRS[""WGS 84"",",4326,3601,3601,1,Float32,unknown,0.000277777777778,0.000277777777778,30.9222222222,34.9998611,26.9998611,36.0001389,28.0001389,false,medium,26821011a57c6ec29b2a4c33c7e70c7146c990800b0bb1dcf00b45abb864cba1,GDAL metadata only
process/Copernicus_DSM_10_N28_00_E034_00_DEM.tif,/home/daij/Desktop/general/DEM/process/Copernicus_DSM_10_N28_00_E034_00_DEM.tif,false,A2/Copernicus land/background DEM input,copernicus_glo30,true,GTiff,"GEOGCRS[""WGS 84"",",4326,3601,3601,1,Float32,unknown,0.000277777777778,0.000277777777778,30.9222222222,33.9998611,27.9998611,35.0001389,29.0001389,false,medium,08c033f48b44e8ebab215e61e6b465fd9d286eb754552e14b8480a6634efe71a,GDAL metadata only
process/Copernicus_DSM_10_N28_00_E035_00_DEM.tif,/home/daij/Desktop/general/DEM/process/Copernicus_DSM_10_N28_00_E035_00_DEM.tif,false,A2/Copernicus land/background DEM input,copernicus_glo30,true,GTiff,"GEOGCRS[""WGS 84"",",4326,3601,3601,1,Float32,unknown,0.000277777777778,0.000277777777778,30.9222222222,34.9998611,27.9998611,36.0001389,29.0001389,false,medium,4596fbea282e30ddd026a7b6293d6787247d11246e10ead050a357ea6368f14b,GDAL metadata only
process/Copernicus_DSM_10_N29_00_E034_00_DEM.tif,/home/daij/Desktop/general/DEM/process/Copernicus_DSM_10_N29_00_E034_00_DEM.tif,false,A2/Copernicus land/background DEM input,copernicus_glo30,true,GTiff,"GEOGCRS[""WGS 84"",",4326,3601,3601,1,Float32,unknown,0.000277777777778,0.000277777777778,30.9222222222,33.9998611,28.9998611,35.0001389,30.0001389,false,medium,de8cfb428cdedfaf1c378d890057b55e32d18e9943b0fc32de16dfb5d4b85e2c,GDAL metadata only
process/Copernicus_DSM_10_N29_00_E035_00_DEM.tif,/home/daij/Desktop/general/DEM/process/Copernicus_DSM_10_N29_00_E035_00_DEM.tif,false,A2/Copernicus land/background DEM input,copernicus_glo30,true,GTiff,"GEOGCRS[""WGS 84"",",4326,3601,3601,1,Float32,unknown,0.000277777777778,0.000277777777778,30.9222222222,34.9998611,28.9998611,36.0001389,30.0001389,false,medium,d9d9bd8db3e456e606509b06ed155ea516dbf6a9e3bd5cd32523e93fd0efc5f7,GDAL metadata only
process/Copernicus_all.vrt,/home/daij/Desktop/general/DEM/process/Copernicus_all.vrt,true,A2/Copernicus land/background DEM input,copernicus_glo30,true,VRT,"GEOGCRS[""WGS 84"",",4326,7201,10801,1,Float32,unknown,0.000277777777778,0.000277777777778,30.9222222222,33.9998611,26.9998611,36.0001389,30.0001389,false,high,89cd7a0ac7beaacf87927d722b8f3ee25b27011341ca7c3495b4e0ccc80481f3,process/build_fused_C.py
process/DEM_30m_GA.tif,/home/daij/Desktop/general/DEM/process/DEM_30m_GA.tif,true,RIBOT_PATH input; east-side high-detail bathymetry in fusion script,ribot_multibeam,true,GTiff,"PROJCRS[""WGS 84 / UTM zone 36N"",",32636,1637,5796,1,Float32,-9999,30,30,30,639830.95,3077406.344,688940.95,3251286.344,true,high,b4513d6a2f6c903f8e3a5cbd9c7d1b8edb48e3313a10ba7768cd49eb358d91fd,process/build_fused_C.py;process/C_fused_v3_summary.txt
process/GMRT_on_A2_grid_v3.tif,/home/daij/Desktop/general/DEM/process/GMRT_on_A2_grid_v3.tif,true,supporting_or_unreferenced,unknown,true,GTiff,"GEOGCRS[""WGS 84"",",4326,4684,7567,1,Float32,NaN,0.000277777777778,0.000277777777778,30.9222222222,33.9995833,27.6990278,35.3006944,29.8009722,unknown,unknown,cf2ba09ec3449e3e7bcc811d438b4cc8fba222a0643c4cd28d0305b37d8932d2,process/build_fused_C.py
process/GMRTv4_4_1.tif,/home/daij/Desktop/general/DEM/process/GMRTv4_4_1.tif,true,GMRT_PATH input; offshore/background bathymetry fallback in fusion script,gmrt,true,GTiff,"GEOGCRS[""WGS 84"",",4326,2368,4364,1,Float32,unknown,0.000549548479087,0.000481668196606,53.6344811134,33.9996642,27.698852,35.300995,29.8008521,unknown,high,fef90faeb3a901942911d4ac5f5fc29b78a7d53d183f7fa88a687b5400af0bfd,process/build_fused_C.py;process/C_fused_v3_summary.txt
process/GMRTv4_4_1_bounds.geojson,/home/daij/Desktop/general/DEM/process/GMRTv4_4_1_bounds.geojson,false,processing/provenance sidecar,unknown,false,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0c07c439c1a085f7e38fd2df561e117c01c7099324ac82171ad1db5e56014f43,file inventory
process/GMRTv4_4_1_bounds_utm37n.geojson,/home/daij/Desktop/general/DEM/process/GMRTv4_4_1_bounds_utm37n.geojson,false,processing/provenance sidecar,unknown,false,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,4b23d04485f835f52de352752c16191b8f19563f2aa6a8657d5807e73f14d043,file inventory
process/RIBOT_on_A2_grid_v3.tif,/home/daij/Desktop/general/DEM/process/RIBOT_on_A2_grid_v3.tif,true,supporting_or_unreferenced,unknown,true,GTiff,"GEOGCRS[""WGS 84"",",4326,4684,7567,1,Float32,NaN,0.000277777777778,0.000277777777778,30.9222222222,33.9995833,27.6990278,35.3006944,29.8009722,unknown,unknown,99424b779fd9ec04c3bb53efc91bc6ad2ca6d42ea3c8c00808df7f98c2183786,process/build_fused_C.py
process/WBM_all.vrt,/home/daij/Desktop/general/DEM/process/WBM_all.vrt,false,supporting_or_unreferenced,unknown,true,VRT,"GEOGCRS[""WGS 84"",",4326,7201,10801,1,Byte,unknown,0.000277777777778,0.000277777777778,30.9222222222,33.9998611,26.9998611,36.0001389,30.0001389,unknown,unknown,80545b687e74e1b6e27a4c4af3607ecb11aca717a1a111db4bfb8b36fb7801ac,GDAL metadata only
process/WBM_on_A2_grid_v3.tif,/home/daij/Desktop/general/DEM/process/WBM_on_A2_grid_v3.tif,true,supporting_or_unreferenced,unknown,true,GTiff,"GEOGCRS[""WGS 84"",",4326,4684,7567,1,Byte,255,0.000277777777778,0.000277777777778,30.9222222222,33.9995833,27.6990278,35.3006944,29.8009722,unknown,unknown,6a32927f06dec7753cf28e8352e6377475a43f29ee22c4c4d67e3bd864b439a6,process/build_fused_C.py
process/alpha_v3.tif,/home/daij/Desktop/general/DEM/process/alpha_v3.tif,true,supporting_or_unreferenced,unknown,true,GTiff,"GEOGCRS[""WGS 84"",",4326,4684,7567,1,Float32,NaN,0.000277777777778,0.000277777777778,30.9222222222,33.9995833,27.6990278,35.3006944,29.8009722,unknown,unknown,251872d5169b31799c320e22931271b0cfe5a2ef6750670ae1ef78a5219e5d80,process/build_fused_C.py
process/build_fused_C.py,/home/daij/Desktop/general/DEM/process/build_fused_C.py,false,processing/provenance sidecar,unknown,false,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,89913d0ca761bb673f15af85a97fd717543faf5fbd49ddb6d149e97e1827dc49,file inventory
process/semantic_water_mask_v3.tif,/home/daij/Desktop/general/DEM/process/semantic_water_mask_v3.tif,true,supporting_or_unreferenced,unknown,true,GTiff,"GEOGCRS[""WGS 84"",",4326,4684,7567,1,Byte,255,0.000277777777778,0.000277777777778,30.9222222222,33.9995833,27.6990278,35.3006944,29.8009722,unknown,unknown,800dc08726006f86374dd22ee8b87ea5ab0569021c73685fa9c7c1c5d28b3a0f,process/build_fused_C.py
process/shoreline_diagnostic.py,/home/daij/Desktop/general/DEM/process/shoreline_diagnostic.py,false,processing/provenance sidecar,unknown,false,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,97790af9a40dd93ac911194b941631f014fa70a4a12375eacf25bf3e25b4b6cb,file inventory
process/source_class_v3.tif,/home/daij/Desktop/general/DEM/process/source_class_v3.tif,true,source-class audit raster emitted by fusion script,source_class_v3,true,GTiff,"GEOGCRS[""WGS 84"",",4326,4684,7567,1,Byte,0,0.000277777777778,0.000277777777778,30.9222222222,33.9995833,27.6990278,35.3006944,29.8009722,mixed,high,4a87987161aa605c7302f6bef408fdbe960f8aee9769f20f9ebc1239c973edda,process/build_fused_C.py
process/water_ref_v3.tif,/home/daij/Desktop/general/DEM/process/water_ref_v3.tif,true,supporting_or_unreferenced,unknown,true,GTiff,"GEOGCRS[""WGS 84"",",4326,4684,7567,1,Float32,NaN,0.000277777777778,0.000277777777778,30.9222222222,33.9995833,27.6990278,35.3006944,29.8009722,unknown,unknown,8af629f3c95f7b5402f8cbce3ec6ed46e86ca0979d06f8815428c782c39823a7,process/build_fused_C.py
topo-bathy.tif,/home/daij/Desktop/general/DEM/topo-bathy.tif,false,derived fused/model-effective topography product,derived_model_topography,true,GTiff,"PROJCRS[""WGS 84 / UTM zone 37N"",",32637,2685,6617,1,Float32,-9999,30,30,30,34290,3081420,114840,3279930,mixed,high,202dbed99b687884d39f2b8054840c7441427a285c29e7a27a8156f09c4eb52b,GDAL metadata only
topo-bathy.tt3,/home/daij/Desktop/general/DEM/topo-bathy.tt3,false,derived fused/model-effective topography product,derived_model_topography,false,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,mixed,high,e227e2403c32a6779cc8206c45f15c4eff33bea90d0748330b0d89c297352147,file inventory
